FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
centroiniciacao.fid--370298aa_15b3a2610e3_71a2,76035,Centro de Iniciação ao Esporte - Castanhal - PA - Modelo II,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PA,CASTANHAL,--,,Em execução,30 de Junho de 2016,POINT (-47.922 -1.297),0
centroiniciacao.fid--370298aa_15b3a2610e3_71a3,76036,Centro de Iniciação ao Esporte - Caxias do Sul - RS - Modelo I,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,RS,CAXIAS DO SUL,--,,Em execução,30 de Junho de 2016,POINT (-51.179 -29.168),0
centroiniciacao.fid--370298aa_15b3a2610e3_71a4,76037,Centro de Iniciação ao Esporte - Lauro de Freitas - BA - Modelo I,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,BA,LAURO DE FREITAS,--,,Em execução,30 de Junho de 2016,POINT (-38.327 -12.894),0
centroiniciacao.fid--370298aa_15b3a2610e3_71a5,76038,Centro de Iniciação ao Esporte - Blumenau - SC - Modelo I,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,SC,BLUMENAU,--,,Em execução,30 de Junho de 2016,POINT (-49.066 -26.919),0
centroiniciacao.fid--370298aa_15b3a2610e3_71a6,76039,Centro de Iniciação ao Esporte - Jundiaí - SP - Modelo I,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,SP,JUNDIAÍ,--,,Em execução,30 de Junho de 2016,POINT (-46.884 -23.186),0
centroiniciacao.fid--370298aa_15b3a2610e3_71a7,76040,Centro de Iniciação ao Esporte - Paulo Afonso - BA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,BA,PAULO AFONSO,--,,Em execução,30 de Junho de 2016,POINT (-38.222 -9.408),0
centroiniciacao.fid--370298aa_15b3a2610e3_71a8,76041,Centro de Iniciação ao Esporte - Arapiraca - AL - Modelo I,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,AL,ARAPIRACA,--,,Em execução,30 de Junho de 2016,POINT (-36.661 -9.752),0
centroiniciacao.fid--370298aa_15b3a2610e3_71a9,76043,Centro de Iniciação ao Esporte - São José do Rio Preto - SP - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,SP,SÃO JOSÉ DO RIO PRETO,--,,Em execução,30 de Junho de 2016,POINT (-49.379 -20.82),0
centroiniciacao.fid--370298aa_15b3a2610e3_71aa,76044,Centro de Iniciação ao Esporte - São Carlos - SP - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,SP,SÃO CARLOS,--,,Em execução,30 de Junho de 2016,POINT (-47.891 -22.018),0
centroiniciacao.fid--370298aa_15b3a2610e3_71ab,76045,Centro de Iniciação ao Esporte - Porto Seguro - BA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,BA,PORTO SEGURO,--,,Em execução,30 de Junho de 2016,POINT (-39.065 -16.45),0
centroiniciacao.fid--370298aa_15b3a2610e3_71ac,76046,Centro de Iniciação ao Esporte - Barcarena - PA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PA,BARCARENA,--,,Em execução,30 de Junho de 2016,POINT (-48.626 -1.506),0
centroiniciacao.fid--370298aa_15b3a2610e3_71ad,76047,Centro de Iniciação ao Esporte - Senador Canedo - GO - Modelo II,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,GO,SENADOR CANEDO,--,,Em execução,30 de Junho de 2016,POINT (-49.093 -16.708),0
centroiniciacao.fid--370298aa_15b3a2610e3_71ae,76048,Centro de Iniciação ao Esporte - Serra Talhada - PE - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PE,SERRA TALHADA,--,,Em execução,30 de Junho de 2016,POINT (-38.296 -7.986),0
